,id,star,comment,sentiment,snlp_result
5106,5527472,6,吃饭 周五 大学 生活 被动 态势 ,1,1
5107,107377267,7,服务 菜品 好吃 ,1,1
5108,73798971,8,环境 不错 上菜 挺快 位置 找 ,1,1
5109,74582725,10,强烈推荐 好吃 爆 榴莲 爱好者 聚会 地方 北京路 商圈 一家 实惠 好吃 榴莲 炖鸡 真的 太 幸福 两个 吃 撑 感觉 三人 吃 够 甜品 吃不下 机会 广州 吃 ,1,1
5110,633706,8,不错 地方 好找 食物 上菜 ,1,1
5111,4205874,8,第一次 感觉 不错 味道 不错 女儿 两个 吃 ,1,1
5112,633706,8,好吃   环境   广百 百货 七楼   ,1,1
5114,633706,7,环境 口味 好好 美团 差别 ,1,1
5119,2501098,7,不错 挺好吃 团购 服务态度 上菜 ,1,1
5120,159146980,7,食材 新鲜 环境卫生 服务 热情 价格 实惠 一不小心 吃 撑 还会 光顾 工作 会议 不能容忍 是因为 能力 改变 命运 买个 房子 老婆 事 ,1,1
5121,633706,7,不错 很棒 ,1,1
5122,73798971,8,好吃             量 挺             上菜 ,1,1
5123,86045,8,挺好吃 分量 很足 ,1,1
5124,5527472,6,吃 黄骨鱼 很鲜 上桌 还会动 一股 泥 腥味 上菜 速度 慢 朋友 不耐烦 倒 还好 总体 菜 不错 值得 推荐 ,1,1
5125,5527472,6,味道 环境 小贵 ,1,1
5126,633706,8,好吃 不错 口味 好吃 下次 ,1,1
5128,73798971,8,味道 不错 环境 太 便宜 ,1,1
5130,109403441,8,好吃 不错 不错 ,1,1
5131,633706,8,味道 行 环境 不错 性价比 高 ,1,1
5132,2501098,8,服务 烤鱼 味道 超赞 ,1,1
5133,73798971,7,不错 第一次 牛排 煎 不错 第二次 牛排 不行 我要 分熟 上餐 10 分熟 希望 有待 改正 噢 ,1,1
5134,2501098,8,整体 不错 份量 挺足 两个 吃 一百块 很饱 ,1,1
5135,73798971,8,味道 不错 下午 环境 优雅 适合 情侣 吃 加 20 元 牛排 加 份量 吃 完 意粉 硬 点点 软点 完美 炸豆腐 薯条 朋友 不错 下次 ,1,1
5136,92159107,8,肉骨 茶 排骨 很大 一条 肉 嫰 肉 配 油条 味道 一流 菜心 豆腐 好吃 满意 ,1,1
5138,633706,6,上菜 超快 感觉 做好 客 小幅 牛排 行 马马虎虎 ,1,1
5139,633706,7,环境 不错 味道 腻 〒 〒 服务态度 行 上菜 速度 很快 ,1,1
5140,4739416,8,味道 够吃 卖相 0K 还会 吃 ,1,1
5141,73798971,8,,1,1
5142,633706,8,不用 预约 随吃 随到 不错 ,1,1
5144,92159107,8,环境 不错 菜 味道 挺 菜色 好看 朋友 吃 ,1,1
5147,633706,8,服务周到 每次 忘不掉 口味 下次 ,1,1
5150,633706,7,小姨子 说 吃 牛扒 选择 一家 发现 生意 口味 ,1,1
5151,73798971,7,价格 适中 吃 完 足够 适合 行 完街 坐底 休息 顺便 解决 温饱 ,1,1
5154,633706,8,找到   服务态度 说不上 说不上 不好   上菜 速度 挺快   味道 好像 偏咸   分量 挺足   两个 吃不完   总 汤 怪怪的   稀   牛排 垫底 面 意粉   面 吸汁   吃 咸 ,1,1
5155,107382571,7,记得 吃 东西 味道 不错 ,1,1
5159,2501098,7,饭点 时间 号 口味 不错 服务态度 ,1,1
5160,2501098,8,好吃 两个 分量 够 赞 ,1,1
5161,4739416,8,出口 走走 走 左转 真的 300m 刚去 店面 倒 服务态度 上餐 很快 吃 不惯生 有用 火枪 喷 不错 挺好玩 机会 下次 试试 代金券 ,1,1
5162,74582725,8,挺 喜欢 吃 榴莲 美团 积分 重要性 美团 积分 抵用 现金 时 这句 话 复制 走到 复印 充 数字 100 字 机会 拿走 100 积分 ,1,1
5166,172239782,6,环境卫生 有待 提高 总体 不错 出品 ,1,1
5167,2501098,7,好吃                 实惠     大众 口味 ,1,1
5168,73798971,7,环境 开业 第一天 气氛 ,1,1
5169,107377267,8,吃 很饱 两个 吃不完 剩 好多 ,1,1
5170,5527472,7,辣才 好吃 广州 最爱 牛 骨髓 ,1,1
5171,74582725,7,味道 不错 上菜 很快 吃 撑 坏 价格 稍微 高 强烈推荐 ,1,1
5172,158754521,8,味道 不错 值得 推荐 ,1,1
5173,2501098,8,味道 服务态度 我会 支持 消费 ,1,1
5174,5527472,6,分量 略少 套餐 够 两人 吃 不错 ,1,1
5175,5527472,7,不错 首次 购买 便宜 每次 必点 鲶鱼 酸梅 汁 好吃 新 尝试 鸡翅 倒 失望 没什么 味道 ,1,1
5176,633706,7,挺 好找 分量 足 不用 排队 ,1,1
5177,109403441,8,牛肉 新鲜 味道 服务态度 一流 不错 好评 ,1,1
5178,74582725,8,刚刚 位置 排队 买 两人餐 足够 三个 女生 吃 妈妈 喜欢 吃 榴莲 感觉 鸡煲 榴莲 很甜 鸡 不肥 挺 ,1,1
5180,86045,6,环境 菜 ,1,1
5182,73798971,7,好吃 好吃 真的 一般般 ,1,1
5184,73798971,7,服务员 服务态度 星期六 等位 上菜 速度 挺快 地理位置 一下子 找到 逛 完街 吃饭 两个 吃 分量 很足 下次 还会 闺蜜 强烈推荐 ,1,1
5186,5527472,4,口味 服务 还行 拍 青瓜 吃生 ,0,1
5187,4739416,7,真的 不错 忘记 第几次 四季 消费 新鲜 ,1,1
5189,86045,8,菜品 味道 喜欢 见到 团购 抵 买 建议 三个 人买 两张 潮楼 店 环境 下午 三点 少人 店面 关灯 结账 晚餐 反观 银座 店 ,1,1
5190,73798971,8,不错 量 吃 很饱 下次 四个 晚餐 ,1,1
5193,5527472,6,味道 下降 不知 黄记煌 喜欢 吃 特别 手 杠面 嚼 头 饼 不错 ,1,1
5195,73798971,6,美团点 套餐 第一次 光明 广场 选 这家 吃 西餐 豆腐 超 好吃 椰奶 甜 薯条 牛扒 七成 更好 罗宋汤 有点咸 价格 抵 不错 推荐 ,1,1
5196,4739416,7,份量 感觉 此前 几次 不错 ,1,1
5198,2501098,7,满意 ,1,1
5200,164166476,7,挺 ,1,1
5201,164166476,8,噢 味道 不错 上菜 速度 ,1,1
5202,164166476,9,店家 人超 服务态度 东西 好吃 分量 足 点 虾 煲 两个 吃 撑 这是 第二次 点 牛蛙 煲 三个 吃 刚刚 店家 推荐 紫苏 味 好吃 小时 煲 小吃 吃 完 遇上 节假日 原因 这么久 理解 火车 吃 特别 匆忙 煲 上桌 稍微 煮 入味 好吃 下次 机会 细细 品尝 点个 赞 ,1,1
5203,73798971,7,还好 位置 喜欢 灯光 ,1,1
5204,73798971,8,位置 服务员 态度 不错 牛扒 分量 挺足 小吃 饮料 两个 吃饱 ,1,1
5205,5638032,8,下次 还会 ,1,1
5206,5527472,8,好吃 强烈推荐 味道 不错 ,1,1
5208,164409108,6,闺蜜 逛街 北京路 行到 餐点 闺蜜话 想食 日本 野 搜索 大众 点评 发现 今半有 团购 券 优惠 价格 接受 果断 探店 店 商场 六楼 电梯 直达 电梯 口 八百 伴旁 ,1,1
5209,73798971,6,环境 挺   菜叶 ,1,1
5210,633706,6,不错 太久 没什么 印象 ,1,1
5211,633706,6,挺 两个 吃 超级 服务 ,1,1
5212,2501098,6,四年 多前 美团 第一次 吃辣 尚瘾 好吃 吃 完 扶 墙 团购 两年 前 吃 那种 感觉 服务 还给 差评 再试 实在 太 感动 好吃 服务 一级 棒 感觉 辣尚瘾 会多来 吃 至少 服务 感觉 舒服 大大的 好评 ,1,1
5213,5638032,6,从来不 评价 浪费 积分 美团 积分 抵 现金 积分 这段话 复制 走到 复制到 即能 赚 积分 省事 特别 不用 评论 健康 快乐 哈哈哈哈 哈哈哈 ,1,1
5214,73798971,6,环境 上菜 速度 够快 分 ,1,1
5215,73798971,7,周末 要加 钱 分量 挺 足 性价比 高 ,1,1
5217,633706,7,份量 足 90 元 两人 吃 超抵 服务员 态度 耐心 味道 不错 台湾 沙朗 牛排 ## 香 煎 脆皮 鸡排 ## 冻 柠乐 ## 香芋 地瓜 丸 ,1,1
5218,633706,8,菜品 味道 份量 很足 99 双人 套餐 吃 完 下次 还会 女朋友 ,1,1
5220,86045,8,三人 吃 四人 吃 ,1,1
5221,5638032,7,酸溜溜 味道 喜欢 面条 好吃 吃 一碗 就够 ,1,1
5222,5638032,8,吃 口味 环境 不错 下次 还会 ,1,1
5224,5527472,8,牛肉 特别 嫩 口味 每次 走过 黄记煌 自动 忽略 错 ,1,1
5226,5638032,8,味道 不错 油能 少点 很棒 ,1,1
5227,90908955,9,甜品 好吃 摆设 猫儿 可爱 休息 地方 悠哉 看着 萌猫们   猫爪 爆炸 头雪泡 杯 ,1,1
5228,5638032,8,不错 实惠     生日 长寿面 9.9 元 ,1,1
5231,633706,6,挺好吃 上菜 速度 很快 赞 ,1,1
5232,633706,8,老板 服务   东西 量 足   吃不完   很值 ,1,1
5233,620278,8,菜式 品种 多样 服务态度 味道 ,1,1
5234,5527472,8,环境 挺 中午 人少点 清静 套餐 选择性 少 限定 菜 选择 出品 不错 焖 一会 入味 深些 整体 不错 吃 套餐 划算 吃 味道 越来越 油饼 吃 完 忘 上桌 服务员 粗心大意 希望 改进 生意兴隆 ,1,1
5235,633706,8,套餐 吃 女朋友 很饱 味道 挺不错 ,1,1
5236,4739416,8,公司 够 脚 饱肚 好味 性价比 高 ,1,1
5237,633706,8,朋友 味道 不错 分量 足 等位 时间 长 ,1,1
5240,2501098,7,划算 味道 真的 名辣 尚瘾 服务员 送 两 碟 西瓜 棒棒 哒 ,1,1
5241,5527472,8,很赞 北京路 吃 服务 口味 不错 ,1,1
5242,74582725,8,榴莲 披萨 不错 两个 食 完 ,1,1
5245,158754521,4,难吃   蟹 凉   无骨 鸡爪 ,0,1
5247,73798971,8,肉太多 服务 ,1,1
5249,73798971,6,本来 打算 天河 吃 坐错 铁路 打电话 客服 说 北京路 一家 来到 北京 北京路 店 环境 挺不错 装修 风格 晚上 原因 牛排 好吃 小吃 挺不错 下次 还会来 两份 ,1,1
5253,107377267,8,环境 适合 情侣 煲 年糕 豆腐 搭配 吃 不错 两个 人吃够 满意 ,1,1
5255,633706,7,服务态度 不错 东西 好吃 环境 行 ,1,1
5257,633706,8,服务态度 菜量 不用 人多 花要 排队 ,1,1
5260,4739416,8,口味 不错 服务 还会来 ,1,1
5263,5527472,6,团购 价格 五月花 优惠 味道 装修 感觉 干净 ,1,1
5264,633706,8,环境 服务 挺 满意 分量 够 足 一百多 三个 吃饱喝足 赞 ,1,1
5265,5638032,8,好吃 吃 番茄 牛肉面 正点 ,1,1
5266,158754521,8,好吃 不错 价格 没事 吃 吃 ,1,1
5270,73798971,8,服务 不错 环境 很棒   喜欢 喝 饮料 真的 鲜榨 一大 杯 甜不辣 豆腐 好吃 ,1,1
5271,90908955,8,猫 限时 撸 抱 只准 摸 照相 随便 东西 味道 中规中矩 冲着 猫 ,1,1
5274,73798971,7,好吃 不错 ,1,1
5275,5527472,7,菜 口味 挺 服务 挺 好像 人手 服务 比较慢 ,1,1
5276,73798971,7,套餐 优惠 划算 地段 人来 吃 等待 漫长 服务员 难 菜品 满意 加 钱 补 大份 环境 气氛 不错 下次 还会 光顾 刚去 位置 不用 等位 情侣 约会 不二 选择 值得 尝 ,1,1
5277,5638032,8,服务态度 价格 实惠 光顾 九毛 加油 ,1,1
5279,73798971,6,划算 美 团团 购 朋友 ,1,1
5280,95652015,7,点 鸡翅 卡布奇诺 套餐 一小 瓶 猫 零食 中午 没什么 猫 主子 呆 下午 真的 开心 吃玩 东西 服务员 小姐姐 赶人 呆 六点 多才 恋恋不舍 走 猫 主子 高冷 没事 楼 玩球 互动 ,1,1
5283,5527472,4,第一次 路 找 好久 很值 四个 三张 代金券 服务员 姐姐 不错 赞 ,0,1
5284,633706,6,食物 量 够 服务 差 一点 ,1,1
5285,620278,2,出品 连续 两次 吃 拉肚子 光顾 ,0,1
5288,156593954,7,柠檬茶   正 ,1,1
5290,2501098,4,环境 口味 湖南人 家常菜 广州 少 ,0,1
5291,633706,8,有人 气 一家 餐厅 味道 价格 实惠 ,1,1
5292,5527472,8,菜量 足 口味 服务周到 不需 排队 ,1,1
5293,2501098,8,环境 不错   热情服务 ,1,1
5294,73798971,8,菜品 味道         环境 ,1,1
5295,5638032,8,喜欢 吃九毛 手 擀面 番茄 牛肉面 每次 必点 ,1,1
5296,633706,8,不错 菜品 新鲜 ,1,1
5297,4739416,8,简单 吃个 饭 火烤 一烤 好玩 火 炙 挺好吃 ,1,1
5298,67446384,8,服务 不错 雪糕 味道 值得 一试 ,1,1
5299,73798971,6,团购 双人 套餐 单点 便宜 多谢 美女 经理 推荐 套餐 配有 意粉 煮 硬 有待 黑椒 酱汁 味道 浓 有点咸 日本 豆腐 蒜蓉 酱 辣 味道 浓 食物 味道 OK 值得 一试 餐厅 环境 优雅 适合 情侣 闺密 聚会 刚去 餐厅 太 客人 服务 值得 表扬 多谢 个子 不高 经理 推荐 团购 谢谢 ,1,1
5300,74582725,7,聚餐 七八个 人去 吃 不错 第二次 ,1,1
5302,4739416,6,说 款 选择 团 购价 性价比 高 味道 ,1,1
5303,5638032,7,意外 收获 送 两份 粥 一份 水蛋 不错 ,1,1
5304,633706,8,味道 份量 够 足 菜式 下次 约 店长 羽毛球 ,1,1
5306,5638032,7,牛肉面 不错 面食 挺 北方 下次 ,1,1
5307,86045,8,好吃 好吃 优惠 挺 下次 还会 ,1,1
5308,73798971,6,不错 环境 服务员 态度 ,1,1
5310,2501098,8,一如 继往 好吃 下次 还来 ,1,1
5311,633706,8,服务 环境 价格 优惠 地点 好找 ,1,1
5312,633706,8,挺 味道 服务 挺 ,1,1
5313,633706,8,不错 老公 去过 N 次 牛排 鲜嫩 面包 香软 服务态度 很棒 ,1,1
5315,633706,8,朋友 分量 很足 ,1,1
5316,2501098,8,鱼 口感 不错 量 挺 足 值得 再试 ,1,1
5318,179651967,8,服务 挺 菜品 新鲜 价格 实惠 来值 ,1,1
5319,73798971,7,价格 优惠 味道 机会 广州 还会 光临 ,1,1
5320,107377267,7,不错 分量 挺足 排 半小时 好多 ,1,1
5323,158754521,7,好吃 味道 不错 好找 服务 ,1,1
5324,4739416,7,价钱 便宜 盖饭 50 块 点 包罗万有 海底 世界 两个 服务员 会拿个 火焰 枪 盖饭 喷 第一次 近距离 挺 有趣 男朋友 嫌 三文鱼 烤熟 有股 烟熏 味 建议 随便 喷 几下 过过瘾 实物 其他人 上图 懒得 拍图 味道 食物 不错 店里 帖 消费 发图 上网 赠送 寿司 问过 正价 算 享受 团购 不算 下次 尝试 口味 ,1,1
5325,73798971,7,好吃 推荐 罗宋汤 东西 吃不完 七分 熟 牛扒 挺赞 东西 很快 星期天 外加 10 块 ,1,1
5326,633706,8,环境 不错     味道 不错     正 ,1,1
5327,73798971,7,牛扒 好吃 甜不辣 口味 不太 喜欢 环境 ,1,1
5329,107377267,8,环境 上菜 第一次 吃 ,1,1
5330,633706,8,味道 算 正宗 分量 很足 鸡翅膀 好吃 ,1,1
5331,73798971,8,服务   口味 不错   环境 宽敞 ,1,1
5332,73798971,7,不错 环境     吃 中餐 感觉 ,1,1
5334,5638032,8,孜然 羊肉 不错 每次 点 uuu ,1,1
5335,169458693,8,不错 不错 ,1,1
5336,633706,8,无数次 团购 依然 好吃 值 服务 环境 一流 满意 超级 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 棒 ,1,1
5338,73798971,7,东西 两个 吃不完 环境 ,1,1
5339,620278,8,环境 味道 价廉物美 服务 我会 ,1,1
5340,5527472,8,总体 不错 每次 会点 鲶鱼 好吃 吃 拉面 挺好吃 ,1,1
5342,73798971,8,第二次 味道 一如既往 不错 ,1,1
5343,2501098,8,味道 不错 ,1,1
5345,4739416,7,不错 不错 下次 三文鱼 不错 ,1,1
5346,107382571,6,喜欢 看图 菜色 不错 口味 喜欢 吃 ,1,1
5347,2501098,6,菜品 味道 一般般 服务员 太度 还行 ,1,1
5348,5527472,8,北京路 逛街 吃 不用 味道 不错 ,1,1
5350,107377267,8,环境 挺 菜品 不错 琪琪 服务 周到 ,1,1
5351,73798971,8,口味 团购 超级 划算 下次 团购 吃 ,1,1
5354,633706,6,挺不错 几个 认 赤豆 够 饭菜 很大 想 吃 碰 不到 搜 好吃 菜泽 好吃 环境 远 亲们 查下 地图 ,1,1
5355,73798971,7,喜欢 环境 不错 味道 ,1,1
5357,159495036,6,环境 算 出品 OK 分量 一般般 价钱 满意 ,1,1
5358,4739416,7,吃 第一次 超级 棒 ,1,1
5359,73798971,8,环境 不错 价格 便宜 口味 ,1,1
5360,107377267,8,味道 环境 文艺 时尚 服务 周到 等位 时间 久 点   招牌 肉蟹 煲   马丁 地瓜 丸 ,1,1
5361,633706,6,来过 三四次 感觉 东西 挺不错 排类 很大 份 汤 味道 很淡 好像 加 水 ,1,1
5363,633706,4,菜少切 难吃 鸡 扒 可口 外 牛排 超多筋 难切 嚼 面包 很坑 蔬菜 拼盘 味道 沙拉 ,0,1
5364,5638032,8,不错 吃 羊肉 不错 价格 炉子 可不 好吃 ,1,1
5365,633706,8,不错 吃 撑 服务 不错 排队 很快 东西 OK 团购 好多 下次 逛街 这家 ,1,1
5366,73798971,8,不错 下次 有空 味道 挺 ,1,1
5367,73798971,8,第二次 吃 上次 那间 北京路 新开 这间 味道 环境 漂亮 ,1,1
5368,5527472,7,算 挺好吃 反正 吃 完 ,1,1
5369,4739416,6,服务态度 不错 饭 好吃 刺身 吃 不惯 ,1,1
5370,107377267,7,不错 帅哥 ,1,1
5372,4739416,7,好吃   价格 优惠 节假日 不用 等位 ,1,1
5373,92159107,6,还行 味道 不错 性价比 不高 ,1,1
5376,5638032,7,拉面 不错   吃 肉 价钱 偏高 ,1,1
5378,5638032,7,分析 这是 一家 正宗 山西 面馆 家人 吃 开心 份量 少 点 半个 ,1,1
5379,179453956,8,一般般 两个 吃 完 ,1,1
5381,2501098,8,挺不错     上菜 速度 很快   斤 两个 吃 挺 ,1,1
5382,164661961,8,服务 不错 遇上 用餐 高峰 不用 等位 棒极了 ,1,1
5384,4739416,7,菜品 双人 餐 少 刺身 少 点 希望 加个 双人 套餐 ,1,1
5385,633706,6,说 提前 小时 订才 吃 霸王 条约 不错 ,1,1
5386,2501098,6,送 爆米花 凉菜 花生 饭后 凉粉 不脆 水果 沙拉 感觉 水果 特别 新鲜 如实 评价 烤鱼 味道 特别 赞 湖北 广州 旅游 味道 接受 香 辣 好吃 ,1,1
5387,157174142,8,口味 不错 海鲜 吃 ,1,1
5388,5638032,6,今次系 光明 广场 食 菜品 一般般 早 一点 不太饿 喜欢 广百 新一城 果间 多滴 ,1,1
5390,633706,8,来过 三次 分量 很足 味道 不错 ,1,1
5391,73798971,8,超赞 ,1,1
5393,633706,7,团购 实惠 汤 喝 习惯 感觉 粉 牛排 量 够吃 ,1,1
5394,74582725,2,吃个 饭 一身 油烟味 开放式 厨房 强大 吸油烟机 全程 鼻塞 吃饭 ,0,1
5395,2501098,7,味道 行 服务态度 真心 不错 赞个 ,1,1
5396,633706,7,不错 支持 ,1,1
5398,5527472,7,一如既往 好吃   真的 分量 一点 真的 没得说 ,1,1
5399,633706,8,口味 不错 喜欢 下次 还会 好评 ,1,1
5400,90908955,8,猫奴 天堂 猫咪 服务员 态度 温柔 猫猫 爱护 食物 饮料 不错 唯一 地方 太小 希望 老板 快点 开 分店 ,1,1
5401,2501098,8,男朋友 同学 吃 听 说 挺 物美价廉 ,1,1
5402,5638032,8,不错 不错 ,1,1
5403,2501098,8,味道 满意 ,1,1
5404,633706,8,料 足 物美价廉 不错 下次 ,1,1
5406,5638032,8,挺好吃 味道 不错 油腻 环境 ,1,1
5407,633706,8,份量 足 环境 很值 ,1,1
5408,159146980,8,不错     环境 不错   地方 好找     值得 一试   ,1,1
5410,73798971,8,还好 味道 不错 一点 上齐 ,1,1
5411,633706,8,喜欢 地方 环境 团购 真的 抵 两个 吃得饱 ,1,1
5413,73798971,6,OK   消费 还行 ,1,1
5414,179651967,4,感觉 不太 新鲜 冬阴功 锅底 冬阴功 味道 ,0,1
5415,179651967,8,味道 不错 点 鸳鸯锅 辣 正宗 环境 价格合理 两个 吃 吃饱 菜品 种类 新鲜 服务态度 位置 广场 四楼 吃 完 逛逛 街 ,1,1
5416,73798971,8,环境 口味 不错 下次 还会 ,1,1
5418,107377267,7,口味 好吃 ,1,1
5419,4739416,8,真的 好吃 下次 还会来 吃 ,1,1
5421,633706,8,环境 食物 不错 光顾 ,1,1
5422,73798971,7,总体 还行 吃 臭豆腐 先 吃 超级 ,1,1
5423,2501098,8,强烈推荐 真的 好吃 陆陆续续 ,1,1
5424,2501098,7,,1,1
5425,2501098,8,蒜 香 烤鱼 超级 正 口味 独特 分量 十足 服务 热情 环境 干净 交通 便利 吃 完 逛街 消化 下次 光顾 辣尚瘾 口味 烤鱼 尝试 不来 辣尚瘾 吃 烤鱼 错过 不去 辣尚瘾 吃 烤鱼 懂 哪家 烤鱼 正宗 ,1,1
5426,73798971,8,环境优美     情侣 聚餐 好去处 赞 ,1,1
5427,5527472,6,味道 不错 分量 感觉 少 ,1,1
5429,4739416,8,位置 好找     分量 足     味道       服务 棒 ,1,1
5430,179408908,8,忘 拍照片 好吃 份量 足 ,1,1
5431,117225790,4,挺贵   奶茶 好喝   西多士 很甜 ,0,1
5432,5638032,7,肉丝 个个 特别 饺子 系 每次 必点 ,1,1
5434,633706,9,竹风 套餐 一如既往 棒 两个 吃 两人餐 吃不完 打包 分量 很足 味道 两个 吃 完 赶去 电影 吃 好评 ,1,1
5435,74582725,9,菜品 不错 喜欢 服务周到 ,1,1
5436,73798971,6,N 次 味道 朋友 吃 开心 小吃 甜不辣 换 薯条 喜欢 ,1,1
5437,73798971,7,光明 广场 这家 环境 很棒 牛排 成熟 吃 整体 不错 小吃 类 好吃 有待 提高 总体 性价比 高 ,1,1
5441,633706,7,味道 分量 很足 值回 价钱 ,1,1
5442,73798971,7,菜式 挺 饮料       牛排 七分 熟 刚刚 ,1,1
5444,633706,8,上菜 速度 特别 赞 分量 东西 值得 ,1,1
5446,5527472,5,还行 忘 吃 好久 ,0,1
5447,633706,8,挺 喜欢 吃 这店 公司 风味 挺好吃 ............................ 位置 早就 吃 一出 电梯 老板 服务 ,1,1
5448,107382571,8,环境 味道 不错 ,1,1
5449,633706,4,上菜 速度 超快 肉 太熟 感觉 吃 建议 肉 不用 太熟 沙律 放 冰箱 冰久 一点 好吃 服务 不错 噢 ,0,1
5450,67446384,4,新 开张 炸鸡 口味 差 一点点 点 套餐 发现 水果 沙拉 换 鸡翅 点 酱香 鸡翅 咸 自然 酱香 鸡饭 味道 口味 香甜 口味 好吃 性价比 挺 高 服务 不错 老公 分量 少 下次 再来 吃 口味 ,0,1
5451,5527472,7,菜品 不错 喜欢 下次 还会来 朋友 吃 很欢 菜品 喜欢 混合 锅 口味 ,1,1
5452,73798971,7,不错 黑椒 汁 一会 ,1,1
5453,5638032,5,听 丢 额 f 固定 超越 早 线索 ,0,1
5454,107377267,8,服务 环境 ,1,1
5455,5638032,8,服务态度 味道 上菜 速度 很快 ,1,1
5456,633706,8,便宜 吃 团购 跑 一圈 全是 款式 ,1,1
5457,633706,7,行 味道 不错 朋友 牛排 一块 生 ,1,1
5458,158754521,8,价格 美丽 服务员 不错 味道 更是 第一 ,1,1
5459,5527472,4,味道 不错 鸡翅 新鲜 服务态度 ,0,1
5460,74582725,7,同事 喝 说 挺不错 料足 ,1,1
5461,633706,8,第一次 这家 逛街 临时 美 团团 购 打电话 店里 说 不用 预约 行 牛排 味道 不错 地瓜 丸 好吃 吃 很饱 狠 划算 噢 下次 还来 ,1,1
5462,5527472,7,好吃   虾 特别 棒 噢   价钱 贵 ,1,1
5465,2501098,8,菜品 口味 不错 喜欢 服务员 态度 真的 到位 店家 送 好多 小吃 ,1,1
5466,5527472,7,味道 好吃 分量 不算 鸡锅 不错 三个 吃 225 代金券 张 折后 系 180 ,1,1
5467,4739416,8,妈妈 吃 不错 挺 新鲜 ,1,1
5470,5527472,7,好吃 好吃 量足 两个 吃不完 人多 服务 ,1,1
5471,5527472,8,好吃 品种 服务 行 拉 面条 不错 ,1,1
5472,73798971,8,好吃 环境 舒适 服务 ,1,1
5473,633706,8,第四次 一如既往 ,1,1
5474,73798971,8,值得 男朋友 吃 喜欢 吃不完 ,1,1
5475,633706,8,环境 不错 分量 不错 朋友 ,1,1
5476,633706,6,第三次 每次 美团 团购 好像 牛排 速度 越来越快 口味 很棒 感觉 服务 不太好 ,1,1
5478,107377267,6,喜欢 吃 ,1,1
5482,73798971,8,牛排 口感 小吃 味道 超正 价格 贵 台湾 小吃 甜不辣   芒果 冰 ,1,1
5483,2501098,8,好吃 工作人员 服务态度 辣得 特别 过瘾 ,1,1
5486,5638032,8,香猪 菜 不错 总体 不错 山楂 汁 甜 点 ,1,1
5489,86045,6,好吃 已来 最爱 河粉 ,1,1
5490,2501098,7,口味 不错 还会 团购 划算 ,1,1
5491,5638032,7,早 不用 排队 上菜 速度 挺快 味道 不错 价格 贵 ,1,1
5492,633706,6,吃 牛排 挺不错 性价比 算高 ,1,1
5493,73798971,7,吃 好多 吃 新 推出 自助 水果 冰激凌 一桌 10 块 便宜 ,1,1
5494,4739416,2,吃 难吃 寿司 盖饭 点 几种 火焰 寿司 烤 芝士 黑 街边 几块钱 一份 真的 盖饭 难 忍受 说句 难听 黑暗 料理 慎重 亲 ,0,1
5495,5638032,6,菜 挺 面 适合 北方 口味 服务态度 热情 礼貌 环境 ,1,1
5496,179453956,7,北京 路边 嘅 怀旧 鸡煲 店内 装修 主打 修饰 嘅 废墟 风格 随处可见 钢根 水泥 外露 够 晒 霸气 ,1,1
5497,73798971,7,享受 新客 优惠 没想到 周末 店 另付 10 元 店里 环境 菜 出品 不错 牛排 难切 七分 熟 韧 OK 性价比 挺 高 ,1,1
5502,633706,7,挺 帮衬 过好 几次 还会 帮衬 ,1,1
5503,73798971,8,团购 西餐 价格 挺 实惠 ,1,1
5504,633706,8,环境 味道 不错 值得 推荐 ,1,1
5505,73798971,8,味道 服务态度 环境 舒适 安静 ,1,1
5507,5638032,8,美味 值得 吃 包菜 最棒 ,1,1
5508,74582725,8,喜欢 榴莲 尝试 味道 不错 喜欢 榴莲 披萨 ,1,1
5512,5638032,8,挺 环境 不错 服务态度 ,1,1
5513,633706,8,味道 不错     分量 足     两个 吃不完     价格 超值 ,1,1
5517,5638032,4,太强 感觉 快餐店 式 用餐 环境 狭窄 便宜 不算 贵 想法 回味 ,0,1
5518,164661961,4,味道 肉 少 配料 好吃 青菜 太小 份 吃 很腻 ,0,1
5519,5527472,6,朋友 味道 两个 吃 分量 很足 喜欢 吃 大肠 ,1,1
5520,5527472,8,每次 喜欢 北京路 这家 分店 位置 好找 环境 逛街 分店 味道 这家 拍照 吃 吃 牛肉 锅 奇怪 牛肉 大块 不太 喜欢 喜欢 切小块 薄薄的 那种 上次 点 牛羊 两个 女生 吃量 一男一女 吃 坐 聊天 慢慢 享受 吃饭 选择 ,1,1
5521,633706,5,还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 还行 ,0,1
5523,117225790,6,一口 西 芝士 不错 太甜 点 炒饭 粥 西式 早点 奶茶 三文治 ,1,1
5524,74582725,6,榴莲 披萨 OK 香 服务 环境 不错 店铺 总体 特色 没事 朋友 闺蜜 坐坐 套餐 两个 吃 吃不完 建议 三个 吃 榴莲 芝士 塔 店铺 榴莲 味道 覆盖住 食物 味道 总 榴莲 吃 香甜 拼盘 不错 ,1,1
5525,5527472,6,朋友 吃 吃 算 满意 ,1,1
5527,5527472,7,味道 不错 两个 分量 ,1,1
