,id,star,comment,sentiment,snlp_result
5788,5638032,6,老醋 花生 没点 下馆子 味道 本来 只能 三颗 星 一颗 美团 原价 吃 真心 推荐 ,1,0
5789,164661961,7,喜欢 不辣 广州 味道 ,1,0
5790,5527472,8,好吃 ,1,0
5791,633706,8,爸妈 吃 三人 吃 很饱   台湾 沙朗 牛排   沙律   餐包   菲力 牛排 ,1,0
5793,160789530,7,等位 位置 好找 外面 等位 号 12 桌 30 40 分钟 ,1,0
5797,633706,4,好吃 价格 还贵 ,0,0
5801,92159107,8,烤 榴莲 超 好吃 干完 榴莲 ,1,0
5803,633706,4,七分 熟 牛排 全熟 肉 韧 分量 挺 玉米汤 稀 没什么 配料 鸡翅 迷你 西瓜 很甜 总体 原价 不值 ,0,0
5804,5638032,6,口味 上菜 几个 菜 凉 ,1,0
5814,91361393,7,喜欢 小菜 番薯 芝士 不停 加 肉 不错 ,1,0
5817,73798971,6,六点 时 七点 满座 建议 六点半 前到 座 两人 套餐 分量 够 足 两人 吃 撑 味道 不错 建议 牛扒 煮 成熟 铁板 上后 加热 效果 不足之处 音乐 太吵 安静 喜欢 幽静 环境 吃 牛排 ,1,0
5818,633706,6,扒类 食物 不错 配品 差点 沙拉 太差 还给 团购 水果 态度 美团 花钱 真 搞不懂 想 ,1,0
5819,160789530,7,味道 不错 意粉 硬 分 好评 ,1,0
5821,73798971,4,牛排 好吃 饮料 好喝 ,0,0
5822,633706,6,做 还行 服务 坑 服务员 带理 懒理 样子 有待 提高 ,1,0
5827,620278,8,服务员 态度 超好 本来 排队 说 赶车 安排 拼桌 省去 排队 ,1,0
5830,5527472,4,微辣 辣死 两人 消费 200 服务 送 金卷 ,0,0
5832,109403441,6,不错 价格 接受   可乐 ,1,0
5833,158754521,4,微辣 麻辣 服务 价格 算错 ,0,0
5835,5638032,8,铁板 攸然 羊肉 味道 朋友 喜欢 吃 ,1,0
5841,5638032,7,好吃 不错 过年 菜 油腻 ,1,0
5843,633706,4,不怎么样 口感 无亮点 ,0,0
5846,73798971,5,一般般 一分钱 一分货 ,0,0
5849,158754521,2,差到 天 免费 小吃 美团 好评 样子 吃 东西 符合 图片 超级 合胃口 ,0,0
5850,2501098,6,行 偏 咸 想要 杯 冷开水 满意 ,1,0
5851,633706,4,左块 扒系 OK 之外 难食 ,0,0
5853,169458693,8,两人餐 建议 三个 吃 两个 吃不完 第一次 尝试 吃法 失望 味道鲜美 蘸 酱油 好吃 推荐 江 团鱼 手 肉丸 鱼 鲜肉 香   钓吊江 团鱼   清蒸 手打 肉丸 ,1,0
5854,5527472,4,晚市   反正 服务 不太好   感觉 上门 讨债 ,0,0
5856,107382571,7,酸辣 无骨 凤爪   泰式 青柠 鲈鱼 69 桂花 鱼 89 ,1,0
5857,169458693,2,周五 下班 七点 多要 等位 十分钟 有位 吐槽 手机 点餐 服务员 扫码 点餐 二维码 桌面 扫码 点 服务员 告知 点 就行了 点 桑拿 清远 鸡 大半 小时 都还没 上菜 催 服务员 说 点菜 请问 第一 说 扫码 点餐 说 先付 后食 客人 坐下 大半 小时 点餐 问 ,0,0
5859,107377267,2,蟹 死 久 蟹 肉 发黑 刚刚 吃 完 肚子 疼 ,0,0
5861,74582725,8,地道 好吃 ,1,0
5862,73798971,4,坐下 半天 没人 服务 太差 味道 一般般 ,0,0
5863,2501098,6,俩 次 点 香锅 味道 行 虾 好吃   总体 价格 偏贵 ,1,0
5867,73798971,6,第三次 这家 店 吃 东西 第一 二次 服务态度 真的 超级 餐牌 放 桌上 走 客人 想点餐 好多 在场 挺 无奈 ,1,0
5870,5638032,6,菜 味道 一如既往 北方 味 位子 太挤 吃饭 环境 小贵 ,1,0
5874,158754521,2,图 说话 真 砸 招牌 6666666 ,0,0
5876,73798971,6,牛排 不嫩 滑 份量 上菜 速度 很快 服务 真心 到位 星期一 中午 闲时 坐下 十分钟 人理 满台 碟 叠起 叠起 没人 收拾 收拾 拿走 一叠 语 装修 真心 音乐 控制 成 噪音 ,1,0
5877,5638032,4,点 刀削面 感觉 没什么 味道 饺子 位置 排队 很快 菜量 行 点 鸡翅 服务员 说 好几遍 下单 换 服务员 下单 过程 浪费 半个 小时 值得 表扬 店 醋 味道 ,0,0
5884,164166476,2,碗 油像 没洗 点个 肉 蟹 煲 说好 十几分钟 小时 ,0,0
5885,73798971,8,岗 顶 这家 吃 店 受欢迎 每次 排 一会 队 顾客 性价比 高 两个 吃 牛扒 玉米浓汤 小吃 豆腐 好吃 唯一 满意 小吃 甜不辣 喜欢 吃 店 换 浪费 食物 这方面 有待 提高 ,1,0
5894,5638032,4,平时 水准 好像 盐 钱 ,0,0
5896,2501098,6,味道 不差 服务 态度 ,1,0
5897,160789530,8,肉质 酱汁 温度 火候 色泽 牛肉 品种 牛肉 出产地 配菜 摆盘 ,1,0
5903,4739416,6,团购 盖饭 好吃 腻 黄色 萝卜 太 ,1,0
5905,5527472,7,六个 团 138 198 卷 不错 人不多 ,1,0
5911,67446384,7,觉着 份量 口味 原因 适合 口味 包装 高大 ,1,0
5918,5527472,8,凉粉   特级 牛肉   南瓜饼   扯面   墨鱼 仔   油麦 菜   土豆片   爽口 萝卜 皮   特别 好吃 味道 菜少 点 ,1,0
5921,633706,2,牛排 问 几分 熟 玉米汤 喜欢 喝 面包 真心 一盘 牛排 不值 ,0,0
5922,2501098,6,东西 感觉 团购 ,1,0
5934,86045,8,冬天 必去 芝士 火锅 推荐 ,1,0
5936,179507699,2,味道 很差 太咸 卖相 差 吃 最差 泰国菜 ,0,0
5937,73798971,7,老来 这家 灰常 好吃 不贵 常来 ,1,0
5938,107382571,6,排位 太久 两个 人去 旁边 晚 三个 四个 五个 久 上菜 茶 ● ● 分量 少 味道 不错 ,1,0
5939,73798971,4,饮料 出品 超慢 每次 东西 吃 完 饮料 真烦 ,0,0
5943,109403441,6,吃 牛肉 火锅 整体 味道 淡 ,1,0
5945,5527472,6,菜菜 挺好吃 一窝熟 合适 口味 ,1,0
5948,5527472,7,挺好吃 交 希望 焖 锅 双拼 吃 太累 ,1,0
5950,5527472,7,感觉 团购 代金 卷 不划算 几人份 实在 点儿 ,1,0
5955,4739416,8,这家 吃 价格 优惠 材料 新鲜 ,1,0
5956,633706,2,明明 猪排 团购 客户 明明 一张 卷 退掉 搞 团购 别搞 ,0,0
5958,633706,6,服务 挺 分量 太足 吃不完 太腻 ,1,0
5963,5527472,6,上菜 比较慢 小小 贵 分量 ,1,0
5967,73798971,6,份量 牛扒 不怎么样 ,1,0
5970,633706,6,味道 行 人太多 等位 服务员 少 服务 跟不上 ,1,0
5971,73798971,6,味道 棒棒 哒 甜不辣 好吃 炸豆腐 酱 咸 ,1,0
5976,5527472,8,吃 口味 感觉 量 不太够 点点 ,1,0
5979,2501098,7,吃 麻辣 香锅 味道 咸 价格 贵 米饭 配 点 饮料 饮料 很大 杯 十二块 贵 结论 下次 再来 ,1,0
5981,4739416,8,店面 很小 位置 算 好找 团购 好像 星期一 日 ,1,0
5983,633706,6,感觉 一般般 吃饱 ,1,0
5989,107377267,8,东西 环境 价格 贵 ,1,0
5990,42913245,2,麦克 音响效果 实在 太差 真声 喊麦 累死 ,0,0
5992,91361393,2,好吃 泡菜 种类 少 烤肉 种类 少 分量 第二次 ,0,0
5994,2501098,4,好辣 点 辣 经理 算错 费用 ,0,0
6005,159146980,8,牛肉 味道 不错 服务 不错 晚 关门 吃 着急 ,1,0
6010,5527472,7,吃 很多很多 次 希望 升个 钻石 会员 开销 能少点 更好 ,1,0
6015,164661961,6,太腻 吃 不惯 吃 吃 恶心 ,1,0
6019,159146980,5,挺     ,0,0
6023,5527472,6,味道   吃 新闻 爆出 黄记煌 厨房 内幕 挺   想想 恶心 下次 估计 吃 可惜 ,1,0
6027,633706,6,还好 牛扒 不太 好吃 忌 廉汤 不太敢 蔬菜 沙拉 不太敢 吃 ,1,0
6028,633706,8,值得 买 团购 去过 捧场 菲力 牛排   鸡 扒   深海 鳕鱼 排 ,1,0
6032,73798971,2,周六 周日 多收 10 块钱 一家 黑店 超级 坑 下次 坑人 咩 ,0,0
6035,164166476,4,我点 肉 蟹 煲 麻辣味 蟹 肉 口感 我要 辣味 干辣椒 没什么 辣味 饮料 貌似 煲 鸡爪 朋友 吃 完 剩 鸡爪 调侃 说 餐厅 鸡爪 挑出来 说 道德 鸡爪 肉 骨头 很软 很难说 总评 菜品 味道 餐具 很油 干净 特意 纸巾 擦 服务 饮料 ,0,0
6036,633706,4,环境 不错   服务员 听到 团购 态度 不太好 打电话 预约   电话 里 说 点 前去 有位 挂机   坐下 服务员 问 有没有 预约 回答 好像 吃 团购 沙拉 食材 做 吃 貌似 青瓜 貌似 胡萝卜 东西 鸡 扒 一般般   不合 口味 总体 ,0,0
6037,164409108,5,感觉 ,0,0
6040,5527472,2,价格 偏贵 味道 特别 垫底 配菜 不熟 ,0,0
6042,109403441,8,吃 牛肉 新鲜 ,1,0
6043,73798971,8,东西 挺 量 上菜 稍微 慢 ,1,0
6045,5527472,6,还好 三个 吃 感觉 份量 少 点 ,1,0
6047,179658375,6,菜品 算是 不错   环境 ok   唯一 工作人员 比较忙   现场 秩序 稍微 混乱 ,1,0
6051,633706,8,时间 吃 ,1,0
6052,158754521,8,好吃 量 ,1,0
6056,2501098,6,味道 行 烤鱼 两斤 起点 两人 吃 不划算 感觉 挺贵 ,1,0
6065,73798971,6,菜品 好吃 店 位置 不好 找 店 装修 风格 奇怪 灯光 昏暗 诡异 西餐 ,1,0
6070,633706,2,服务员 太差 坐下 点菜 欠 钱 听到 团购 态度 恶劣 点菜 分钟 不到 不耐烦 ,0,0
6073,633706,8,环境 不错 味道 份量 足 女友 吃不完 ,1,0
6075,158754521,2,螃蟹 新鲜 难吃 吃 不到 两口 走 ,0,0
6076,5527472,0,哈哈哈 好多 去掉 在意 找到 心态 能力 被窝 累积 心灵 里边 就业 服务器 上课 去年 在线视频 全程 约 一落车 焖 锅   鲜虾   特级 肥肠   特级 牛肉 ,0,0
6077,73798971,4,两份 牛肉 一份 成熟 一份 成熟 一份 吃 干硬 好吃 ,0,0
6082,633706,4,牛排 好吃 火候 控制 不好 ,0,0
6085,2501098,5,从来不 评价 浪费 积分 美团 积分 抵 现金 积分 这段话 复制 走到 复制到 即能 赚 积分 省事 特别 不用 评论 健康 快乐 哒 棒棒 哒   买 好多 东西 ,0,0
6086,5527472,4,菜品 凉拌菜 好吃 菜 份量 少 点 ,0,0
6097,95240348,6,天河 分店 北京路 逛 这间 等位 感觉 好吃 ,1,0
6099,86045,10,顾客 帮衬 10 次 不错 东南亚 菜 良心 价格 不用 排队 ,1,0
6105,164166476,4,肉 新鲜 感觉 放久 第二次 ,0,0
6107,158754521,6,太少 ,1,0
6109,5527472,4,服务 不好 上菜 速度 太慢 口味 不好 ,0,0
6114,4205874,7,猪扒 包会 问 做 硬 软   希望 商家 骨头 掉 完美 ,1,0
6118,86045,7,三个 菜加 两个 椰子 布丁 100 块 埋单 茶位 纸巾 茶要 20 ,1,0
6119,164409108,8,听说 这家 店 一到 晚上 排队 赶紧 错峰 吃锅 点 位置 ,1,0
6120,633706,6,五一 忙 服务态度 不太好 ,1,0
6122,633706,8,好评 吃 服务员 态度 挺 30 字 ,1,0
6123,2501098,8,特意 吃 烤鱼 服务员 小哥 说 鱼 两斤 七两 三斤 三个 吃 吃 辣 味道 重 接受 藕片 腐竹 好吃 饮料 米饭 催 几次 茶位 米饭 三块 稍贵 烤鱼   蓝莓 山药 ,1,0
6124,2501098,7,吃 烤鱼 太贵 吃香 锅 好点 ,1,0
6128,633706,4,口味 忘 说 几分 熟 理想 ,0,0
6132,5527472,7,味道 不错   价格 贵点 ,1,0
6133,5527472,7,感觉 太贵 优惠 太 少 味道 ,1,0
6135,5527472,6,吃 好几 点 微辣 特辣 店员 问 够不够 辣 ,1,0
6137,5527472,7,记不得 第几次 吃 吃 家店 北京路 满意 服务员 东方 宝泰店 贵 另加 鸡翅 吃饭 新鲜 有点儿 郁闷 ,1,0
6138,74582725,8,不错 为啥 评价 限定 字数   榴莲 披萨 ,1,0
6139,159146980,8,牛肉 挺不错 服务员 主动 问要 加肉 牛肉丸 吃 挺 爽口 ,1,0
6141,2501098,8,味道 不错 假期     人太多     排队 排 久 ,1,0
6143,5638032,6,几个 菜 味道 不错 面条 手 擀面 很劲道 上菜 速度 太慢 ,1,0
6152,5638032,5,,0,0
6156,2501098,6,一般般 优惠 力度 再大点 ,1,0
6163,158754521,4,美团 买 券 第三次 服务态度 收银员 态度 问 开票 事情 感觉 客人 欠 钱 ,0,0
6170,74582725,5,忘 评价 ,0,0
6171,107377267,2,好吃 真的 蟹 煲 端盘子 加热 别家 店 加热 吃 唯独 这家 卫生 不好 苍蝇 飞来飞去 饮料瓶 口 破 吃 第二次 真的 下次 吃 东圃 那家 好评 感觉 刷 ,0,0
6178,5527472,8,不错   闷   时间 久 ,1,0
6183,73798971,6,牛排 还行 上菜 慢 吃 完 一会儿 汤 ,1,0
6185,4739416,4,太冷 鱼生 太生 烤 时间 火候 正牌 差距 想象 中 失望 希望 努力 改进 光顾 ,0,0
6187,5527472,7,减肥 建议 油腻 ,1,0
6189,633706,8,北京路 步行街 好找 一部 电梯 剩 一部 电梯 好久 楼 服务员 热情 环境 上菜 时 服务员 细心地 提醒 纸巾 挡 热气 熏到 牛 扒鸡 扒 刚刚 出炉 味道 不错 太饱 感觉 餐包 味道 吃 一口 ,1,0
6191,633706,6,算 老板 客气 三个 吃不饱 ,1,0
6192,2501098,2,香辣 锅 好吃 收 锅底 费 茶位 费 ,0,0
6199,633706,5,人生在世 不称 意   明朝 散发 弄 扁舟 ,0,0
6200,2501098,5,费话 少 说 底食 美味 ,0,0
6201,165042533,6,服务 热情 芒果 糯米饭 好吃 发票 没开 请问 开 ,1,0
6203,2501098,6,选 靠近 门口 位置 光顾 吃 完 一身 油烟味 避开 点好 先点 香辣 清江 鱼 想 吃 配菜 点 秀 珍菇 西兰花 烤鱼 先 上桌 配菜 烫 熟 端上来 烤鱼 里 店里 推出 小龙虾 点 一盘 88 元 还加 份 夫妻 肺片 一扎 西瓜汁 烤鱼 不失 水准 小龙虾 新 推出 抱 很大 期待 腮 黑 肉 紧致 但胜 够味 买单 时 工作人员 咨询 味道 情况 告知 小龙虾 当天 进货 情况 更进 ,1,0
6205,172239782,8,第一次 抖 鱼 抖音 吃 酸菜鱼 服务员 态度 菜 好吃 棒棒 哒 ,1,0
6206,73798971,7,总体 不错 建议 吃 朋友 熟 铁板 热 吃 牛排 全熟 ,1,0
6207,107377267,6,味道 一如既往 感觉 服务员 偏少   明虾 煲 ,1,0
6208,86045,6,上菜 速度 太慢 ,1,0
6211,107377267,6,小美 服务 ,1,0
6218,5527472,4,说 不接     接 一桌   爱理不理         好久 服务员 回应         水果 沙拉 好酸 ,0,0
6220,2501098,2,特别 慢 小时 纯点 斤 烤鱼 花 200 太贵 ,0,0
6221,633706,8,牛排 鸡排 真的 好大   超级 好吃   汤 实在 合胃口   选 卡座   挑 座位 做 窗边   服务态度 实在 太   不敢恭维 ,1,0
6224,73798971,6,老爸       吃 都行             够 分量           服务员 服务态度 很差 ,1,0
6225,5527472,6,味道 不错 偏贵 ,1,0
6226,73798971,6,牛扒     小吃 一般般       可惜 团购 便宜 热 喝 ,1,0
6227,5527472,2,三张 优惠 劵   店里 说 两张   明白 店家 服务员 服务态度 不好   菜 锅里   半天 几次 ,0,0
6231,633706,8,吃 挺   牛扒 好好   商 良心   团购 区别对待   ,1,0
6235,109403441,6,好好 次 食材 挺 新鲜 吃 特别 特别 服务员 忙不过来 汤 次 加到 嘞 好好 次 份 酱 ,1,0
6246,633706,6,去过 ,1,0
6247,633706,6,牛扒   香芋 地瓜 丸   竹风 T 骨 牛排   牛扒 套餐 ,1,0
6251,73798971,8,服务 上菜 姐妹 ,1,0
6253,5638032,7,两个 点 一张 卷 很购 超 一点 吃 ,1,0
6254,172239782,2,第一次 吃 难吃 牛杂 煲 全是 牛 肺 一点 好吃 麻辣 小龙虾 忽悠 点 大份 小份 问 服务员 服务员 说 大份 想 问 大小 份 面 ,0,0
6265,179408908,6,行       菜 挺好吃     感觉 鸡 味道   秘制 烧 排骨   仙庙 烧鸡   腊味 煲仔饭 排骨   炭烧 猪颈肉   白灼 娃娃 菜 ,1,0
6268,4739416,6,份量 充足 我点 蟹 脚 盖饭 蟹 脚棒 太干 咯 ,1,0
6269,73798971,8,团购 不用 说 好吃 ,1,0
6273,74582725,4,榴莲 吸引 抱 试一试 心态 发现 性价比 实在 太差 价钱 贵 份量 忘记 菜名 榴莲 焖 煮 鱼 说 榴莲 肉 榴莲 味 难 闻到 ,0,0
6277,67446384,6,感觉 炸鸡 好吃 炸得 太过 ,1,0
6280,73798971,6,菜 口味   服务员 态度 和蔼   价钱 贵 ,1,0
6281,2501098,6,一般般 喜欢 感觉 菜 正宗 ,1,0
6292,73798971,4,味道 服务员 不行 态度 冷淡 ,0,0
6295,179658375,8,第二次 团购 味道 服务 ,1,0
6296,179507699,2,口味 分量 少不说   服务态度 太 差   菜品 不好   性价比 太低   水有 一股 异味   真的 喝 习惯 ,0,0
6297,2501098,6,店内 Wi Fi 网络 差 急需解决 挺 满意 ,1,0
6298,86045,2,一间 越式 餐厅 搞了个 中式 茶 市 吵 服务 质素 不好 太 客人 做不来 总体 环境 很差 不像 一间 素质 餐厅 ,0,0
6302,633706,2,口味 奇差 服务 奇差 套餐 包含 饮料 送 问 服务员 好好 回答 说不清楚 走开 ,0,0
6303,633706,7,环境 错 分量 几足 ,1,0
6307,633706,0,垃圾   难吃 死   态度 差 ,0,0
6308,5527472,8,吃 去过 几家 黄记煌 感觉 北京路 这家 味道 服务 ,1,0
6312,159146980,7,三个 团购 原价 钱 264 领了 517 美食 卷减 66 元 平均 66 元 ,1,0
6313,2501098,8,烤鱼 挺好吃 团购 便宜 二十 ,1,0
6317,107377267,2,服务 第一步   垃圾   做生意 ,0,0
6328,5638032,7,味道 西城 荟 毛 味道 ,1,0
6333,633706,8,不用 排队 上菜 速度 不算 太久 口味 感觉 T 骨 铁板 牛排   菜品 ,1,0
6341,5527472,4,酱料 30 块 三个 吃 两百多 感觉 有点咸 ,0,0
6343,73798971,7,第二次 牛扒 肥 点 饮料 变 小杯 总体 ,1,0
6345,4739416,6,排队 口味 推荐 很久以前 吃 ,1,0
6346,73798971,6,几好 优惠 ,1,0
6349,2501098,4,还辣 尚瘾 点 碗 特辣 麻辣 香锅 一点 不辣 ,0,0
6354,5527472,4,吃 第一次 点 全肉 没点 鱼虾 咸 ,0,0
6355,633706,5,感觉 ,0,0
6356,67446384,4,团购 9.8 摇滚 三宝 说 15 分钟 催 几次 大半个 钟 艾 太多粉 ,0,0
6359,5527472,6,久久 吃 新闻 卫生 差 ,1,0
6374,5527472,8,环境 太吵 服务态度 刚放菜 服务员 开火 ,1,0
6375,2501098,8,鱼 味道 好吃 鱼 味道 不错 ,1,0
6377,2501098,7,环境 吵 空调 哆 味道 行 挺 晚上 点 陆续 ,1,0
6378,5527472,6,口味 不错 酱汁 吃 鱼 没货 换成 海鲜 杂烩 冷盘 没货 选择 少 ,1,0
6382,86045,2,做 发现 越做越 难吃 估计 不想 ,0,0
6385,86045,7,芝士 腻 好吃 略贵 ,1,0
6386,107377267,8,好吃 好吃 下次 ,1,0
6392,633706,5,tinghao ,0,0
6394,109403441,8,喜欢 吃 牛 这家 吃 吃 ,1,0
6397,73798971,8,顾客 环境 ,1,0
6398,109403441,5,一般般   218 套餐 适合 吃 ,0,0
6405,5527472,6,味道 还行 感觉 东西 少 现金 卷 小贵 服务 一般般 ,1,0
6407,5527472,6,三个 人去 吃 服务态度 太差 不理 赶着 走 下班 吃 完 草草 打包 走 ,1,0
6412,4739416,8,团购 贵 划算 味道 选择 团购 服务 变差 分量 变小 团 份 下班 同事 上菜 速度 ok 下次 还会 团购 ,1,0
6415,91361393,7,服务态度 ok 第一次 吃 调味 肉 好吃   调味 猪排 肉   调味 护心 肉   冷面 ,1,0
6416,5638032,8,好吃 早 排队 沙棘 汁 太甜 ,1,0
6420,157174142,9,服务态度 挺 随口 说 句 宝宝 肚子饿 一盘 爱心 面包 宝宝 充饥 先 菜 宝宝 吃 主动 建议 更改 烹调 方法 ,1,0
6424,5527472,4,味道 偏咸 偏重 锅底 很快 烧焦 这使 味道 变得 更重 口味 不好 小孩 不吃 服务 周到 旁边 吃 肚子 打鼓 环境 感觉 很燥 东西 分量 团购 加 20 元 ,0,0
6428,164166476,2,虾 蟹 很小 量 虾 新鲜 吃 一股 淀粉 味 鸡爪 新鲜 吃 完 吃 关键 吃 完后 肚子疼 腹泻 全身 酸痛 闹腾 晚上 超 难受 再也 这家 冷清 店 不行 ,0,0
6430,91361393,7,排队 时间 长 送 小菜 味道 ,1,0
6433,73798971,6,总体 加 钱 升级 牛排 分量   美 图 服务 一块 确实 提高     牛排 喷 一身 油 提醒 隔壁 桌非 美团 顾客   服务员 提醒 纸巾 盖下 衣服 美团 服务 滥竽充数 ,1,0
6434,73798971,4,服务员 好像 走 吃 完 放下 刀叉 服务员 收拾 东西 擦 桌子 一点 匪夷所思 ,0,0
6437,179408908,8,前台 小姐姐 服务态度 ,1,0
6440,5527472,5,服务 位置 环境 深圳 ,0,0
6443,5527472,2,北京路 黄记煌 服务态度 不好 味道 几次 没人 推 一点 管理性 环境 座位 很窄 宽敞 ,0,0
6447,5638032,6,60 代 100 实在 太 划算 花生 红豆 粥 要点 猫 耳朵 糖醋 丸子 推荐 白菜汤 感觉 味精 挺 ,1,0
6452,4739416,6,价格 算是 高 团购 饭 团购 鱼皮 群边 ,1,0
6455,633706,9,套餐 三个 吃 很饱 量 好吃 特别 鸡 扒 外面 很脆 第一次 吃 鳕鱼 排 好吃 没吃过 鱼 倒 令人 惊讶 口味 鲜味 下次 金牌 香 煎 脆皮 鸡排   深海 鳕鱼 排   套餐 ,1,0
6456,4739416,2,吃 好多年 团购 茶位 费 收 吃饭时间 两桌 ,0,0
6457,117225790,2,虾仁 炒蛋 份量 太 少油 太 ,0,0
6458,73798971,6,地方 好找 味道 不错 人太多要 排队 ,1,0
6461,172239782,8,好吃 美团 买 三人餐 吃不完 分量 挺足 ,1,0
6464,73798971,2,上菜 超慢 靠靠 靠靠 份量 少少少 ,0,0
6467,107377267,4,想象 中 好吃 一般般 加热 锅 冷 反 炒 加温 ,0,0
6468,73798971,4,第二次 感觉 味道 上次 喜欢 甜不辣 ,0,0
6470,73798971,2,加大 加大 真 加大 看不出 笑 差评 极差 岗顶 那家 推荐 ,0,0
6471,73798971,2,差评 七点 排队 八点 点餐 八点半 下单 不喊 估计 忘记 吃 完 水果 沙拉 椰 果汁 点 吃 完 走 吸管 坏 七点 搞 九点半 电影 七夕 想想 女朋友 ,0,0
6473,633706,4,去过 几次 油烟味 重 食物 出品 不错 扫兴 中午 团购 人餐 吃 完 后坐 聊着 点钟 刚过 店里 老板 模样 中年男人 赶人 说 一点 钱 吃 久 走     扫兴 ,0,0
6474,73798971,4,量少 点 味道 还好 人太多 上菜 慢死 ,0,0
6475,633706,6,第二次 冲动 ,1,0
6479,73798971,6,味道   份量 足 ,1,0
6480,73798971,6,挺不错   几次   周六日 要加 10 块钱 ,1,0
6482,86045,7,味道 还好 老婆 走 走 这家 店 尝试 吃 ,1,0
6483,73798971,2,吃 过程 中 一桌 大叔 两个 孩子 吃 服务员 交涉 套餐 牛排 里 发现 猪肉 绦虫 听 恶心 味 口吃 报警 卫生防疫 站 大叔 专业 人士 说 做 不用 争辩 猪肉 绦虫 猪肉 绦虫 恶心 ,0,0
6487,2501098,2,菜品 新鲜 虾 炸 新鲜 好吃 没什么 特别 麻辣 香锅 价钱 便宜 送 两张 代金 卷 下次 减 100 块钱 真真是 吃不饱 好吃 门口 服务员 拉客 生意 出色 ,0,0
6488,158754521,6,三个 女孩子 吃 不错 想 吃 虾 难热 饭 晚 人太多 看不到 举手 缺点 难吃 热热 两根 蜡烛 作用 热 吃 完 饿 吃 ,1,0
6494,159146980,4,一点 不合算 所说 自助 店员 心情 店员 想 肉 选 越 贵越 不合算 店员 猪肉 牛肉 充数 很坑 时间 店员 还会 催 90 分钟 太短 建议 想 吃 牛 选择 自助 那种 家点餐 合算 ,0,0
6496,633706,8,去年 团购 餐厅 份量 喜欢 香芋 地瓜 丸 香 脆 团购 价格 感觉 服务员 客人 态度 亲切 还会 ,1,0
6498,107377267,4,环境 门口 位置 服务员 旁边 成群 聊天 问 清骨 碟 ,0,0
6499,5638032,7,环境   东西 味道 ok ,1,0
6500,73798971,8,经济 实惠 北京路 停车 太贵 消费 免费 停车 ,1,0
6505,86045,6,团购 去过 味道 不错 朋友 生日 电话 订位 服务 不错 坐 角落 服务员 人理 样子 服务 实在 胜 口味 ok 希望 态度 ,1,0
6510,5527472,4,味道 服务 太慢 实在 不怎么样 ,0,0
6515,158754521,8,第一次 地方 找 服务 热情 还会 ,1,0
6521,2501098,6,服务态度 烤鱼 辣 配菜 加 一份 烤鱼 120 口水鸡 夫妻 肺片 迷你 两人 吃 170 便宜 那种 鱼 ,1,0
6523,633706,6,比前 两次 团购 食物 质量 差 牛扒 熟 水果 服务态度 不太好 希望 改善 ,1,0
6524,86045,8,服务态度 生 蚝 新鲜 芝士 浓 香 分量 足 值得   芝士 火锅   手 打鱼 面   珍珠 蚝 ,1,0
6528,5638032,6,朋友 身份证 生日 点 份 9.99 长寿面 好吃   量   放 鸡蛋 难吃   点 酱牛肉 好吃 白菜 水饺 好吃 荷兰豆 炒 山药 好吃 第二次 吃   价钱 略贵 环境 服务   菜品 少 ,1,0
6537,5638032,2,很差 差 味道 一点 不好 贵 难吃 ,0,0
6538,5527472,2,鸡肉 差 好像 吃木糠 感觉 下次 吃 ,0,0
6542,633706,6,味道 团购 便宜 接受 ,1,0
6549,73798971,4,沙冰 好喝 两份 汤隔 好久 ,0,0
6550,4739416,8,开过 不用 收茶 位费 倒 茶 好评 每次 必点 三文鱼 刺身 三文鱼 腩 刺身 质量 不错 新鲜 薄 记得 第一次 吃 三文鱼 刺身 厚得 跳 团购 两个 刺身 盖饭 不错 性价比 挺 高 ,1,0
6551,109403441,7,吊龙肉   五花 趾   雪花 肉   潮汕 牛肉   牛 胸口 油   匙 仁肉   胸口 朥   三花 趾   牛骨 汤底   鲜牛丸 ,1,0
6554,164661961,8,团 人餐 验证 很快 服务员 怠慢 美团 用户 ,1,0
6556,5527472,6,味道   量 真的 太少   一份 巴莎鱼 四五 片   少 可怜 ,1,0
6558,633706,6,总体 不错 服务生 纸巾 隔好 开 牛排 裙子 溅 好多 油渍 ,1,0
6559,156593954,4,情人节 硬性 只能 点 套餐 再点 单品   过分 ,0,0
6561,73798971,2,服务员 不理 好不容易 服务员 听过 漏上 东西 催 五次 东西 吃 完 汤 饮料 ,0,0
6563,177515787,7,小孩 说 鱼 好吃 ,1,0
6564,73798971,5,不太 好吃 不香 椰奶 还好 薯条 好像 现做 没什么 牛肉 香味 玉米汤 好吃 汤 吃 听 家人 说 好吃 意粉 好像 米粉 店得 美团 推荐 美团 店 美团 做 广告 ,0,0
6565,73798971,2,好吃 水果 新鲜 牛肉 新鲜 那种 推荐 ,0,0
6568,633706,6,台湾 卤肉饭   吉利 鸡柳   雪花 冰   鸡柳   馅 餐包   蚬 仔 煎   上餐 速度 令人 抓急 好吃 东西 ,1,0
6573,73798971,6,菜品 不错 服务员 服务 意识 差 ,1,0
6575,2501098,6,好吃 小贵 空调 吃 流汗 上菜 时间 行 ,1,0
6578,74582725,7,明明 人不多 上菜 特别 慢   但素 榴莲 青口 好吃 ,1,0
6580,2501098,8,吃 好吃 吃 ,1,0
6584,2501098,8,味道 味道 不用 排队 服务态度 还好 ,1,0
